article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
613,Passive Smoke Exposure as a Risk Factor for Oral Clefts-A Large International Population-Based Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Timo,NA,Yes
760,The Impact of Child Behaviour Problems on Maternal Employment: A Longitudinal Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Timo,NA,Yes
965,Exposure to dental amalgam restorations in pregnant women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Timo,NA,Yes
173,Physical exercise during pregnancy in women with spondyloarthritis: Data from RevNatus.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timo,NA,No
228,Mild-to-moderate iodine deficiency is associated with lower birthweight and increased risk of preterm delivery in a large Norwegian pregnancy cohort.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timo,NA,Yes
589,Low Family Income and Behavior Problems in Norwegian Preschoolers: Is Child Emotionality a Marker for Sensitivity of Influence?,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Timo,NA,Yes
100,"Prevalence of self-reported emotional, physical, and sexual abuse and association with fear of childbirth in pregnant women with epilepsy: The Norwegian Mother, Father, and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Timo,NA,Yes
165,Age-specific effects of childhood BMI on multiple sclerosis risk: A Mendelian Randomisation study.,no issues,Secondary analysis of MoBa data,No,No,yes,freely available,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,"An online, third-party repository (e.g., OSF, GitHub, FigShare etc.)",Yes,other data,NA,NA,NA,2022,Timo,NA,Yes
898,A biobank of primary teeth within the Norwegian Mother and Child Cohort Study (MoBa): a resource for the future.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Timo,NA,No
52,"Incidence, antibiotic treatment and outcomes of lactational mastitis: Findings from The Norwegian Mother, Father and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Timo,NA,Yes
292,Genetic predisposition to hypertension is associated with preeclampsia in European and Central Asian women.,no issues,Secondary analysis of MoBa data,No,No,yes,no,power,authors point to third party,no,statement says yes,Available from a third party,Yes,NA,NA,NA,NA,NA,Available from a third party,Yes,other data,NA,NA,NA,2020,Timo,NA,Yes
563,Maternal eating disorders and perinatal outcomes: A three-generation study in the Norwegian mother and child cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Timo,NA,Yes
427,"Prenatal phthalates, maternal thyroid function, and risk of attention-deficit hyperactivity disorder in the Norwegian mother and child cohort.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity & power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Timo,NA,Yes
394,Impact of prenatal exposure to benzodiazepines and z-hypnotics on behavioral problems at 5 years of age: A study from the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Timo,NA,Yes
514,Thyroid stimulating hormone levels in newborns and early life exposure to endocrine disrupting chemicals - analysis of three European mother-child cohorts.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Timo,NA,Yes
245,How important are parents in the development of child anxiety and depression? A genomic analysis of parent-offspring trios in the Norwegian Mother Father and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,freely available,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,NA,NA,NA,NA,NA,NA,NA,2020,Timo,NA,Yes
57,Common maternal infections during pregnancy and childhood leukaemia in the offspring: findings from six international birth cohorts.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,freely available,no,statement says no,Supplementary materials hosted by the journal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Timo,NA,Yes
570,Erratum: Pre-conception and prenatal alcohol exposure from mothers and fathers drinking and head circumference: results from the Norwegian Mother-Child Study (MoBa).,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timo,NA,Yes
638,Safety of Psychotropic Drugs in Pregnancy and Breastfeeding.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Timo,NA,No
374,Socioeconomic position and exposure to multiple environmental chemical contaminants in six European mother-child cohorts.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,Yes
522,Maternal perinatal and concurrent depressive symptoms and child behavior problems: a sibling comparison study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Ivana,NA,Yes
244,Urinary metabolite quantitative trait loci in children and their interaction with dietary factors.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
359,Meta-analysis of epigenome-wide association studies in neonates reveals widespread differential DNA methylation associated with birthweight.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,Yes
856,Early Child Development and Exposure to Antiepileptic Drugs Prenatally and Through Breastfeeding A Prospective Cohort Study on Children of Women With Epilepsy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Ivana,NA,No
162,"Prenatal exposure to non-steroidal anti-inflammatory drugs and risk of attention-deficit/hyperactivity disorder: A follow-up study in the Norwegian mother, father and child cohort.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
766,Possibilities and considerations when merging dietary data from the world's two largest pregnancy cohorts: the Danish National Birth Cohort and the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,No
557,Fetal versus maternal genetic variants influencing neonatal vitamin D status.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Ivana,NA,No
36,The early-life exposome modulates the effect of polymorphic inversions on DNA methylation.,no issues,Data synthesis - Meta-analysis.,No,No,no,freely available,no,no,no,statement says no,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,NA,NA,NA,NA,NA,NA,2022,Ivana,NA,Yes
675,"Erratum to Pregnancy complications and birth outcomes among women experiencing nausea only or nausea and vomiting during pregnancy in the Norwegian Mother and Child Cohort Study. [BMC Pregnancy Childbirth, 15, (2015), 138] doi: 10.1186/s12884-015-0580-6.",not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
199,Maternal anxiety during pregnancy and newborn epigenome-wide DNA methylation.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
680,Marital Quality and Stress in Pregnancy Predict the Risk of Infectious Disease in the Offspring: The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Ivana,NA,Yes
220,Gestational blood levels of toxic metal and essential element mixtures and associations with global DNA methylation in pregnant women and their infants.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
456,Association of Maternal Psychosocial Stress With Increased Risk of Asthma Development in Offspring.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Ivana,NA,Yes
812,Risk of Suboptimal Iodine Intake in Pregnant Norwegian Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Ivana,NA,Yes
602,"Body image mediates the depressive effects of weight gain in new mothers, particularly for women already obese: evidence from the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Ivana,NA,Yes
371,Airway symptoms and atopy in young children prescribed asthma medications: A large-scale cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,Yes
149,Variability of multi-omics profiles in a population-based child cohort.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
414,Iodine Intake is Associated with Thyroid Function in Mild to Moderately Iodine Deficient Pregnant Women.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Ivana,NA,Yes
95,"Modeling assortative mating and genetic similarities between partners, siblings, and in-laws.",no issues,Secondary analysis of MoBa data,No,No,no,freely available,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,NA,NA,NA,NA,NA,NA,2022,Ivana,NA,Yes
263,"Prenatal exposure to non-steroidal anti-inflammatory drugs and risk of attention deficit hyperactivity disorder diagnosis and symptoms: A follow-up in the Norwegian mother, father and child cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
45,Abuse and revictimization in adulthood in multiple sclerosis: a cross-sectional study during pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Ivana,NA,Yes
318,Language delay and poorer school performance in children of mothers with inadequate iodine intake in pregnancy: results from follow-up at 8 years in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,Yes
315,Food and nutrient intake and adherence to dietary recommendations during pregnancy: a nordic mother–child population-based cohort.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
709,Parent ratings of executive function in young preschool children with symptoms of attention-deficit/-hyperactivity disorder.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Ivana,NA,Yes
135,Prenatal phthalate exposures and executive function in preschool children.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,authors point to third party,no,statement says no,Supplementary materials hosted by the journal,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
780,"Adult physical, sexual, and emotional abuse and postpartum depression, a population based, prospective study of 53,065 women in the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,Yes
277,START: The STudy of Assisted Reproductive Technologies.,not a full article,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
301,DNA methylation and body mass index from birth to adolescence: meta-analyses of epigenome-wide association studies.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Ivana,NA,Yes
981,Folic acid supplements in pregnancy and early childhood respiratory health.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Ivana,NA,Yes
49,Urban environment and health behaviours in children from six European countries.,no issues,Data synthesis - Meta-analysis.,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Ivana,NA,Yes
751,Exploring causal pathways of child behavior and maternal mental health in families with a child with congenital heart disease: a longitudinal study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,Yes
319,Derivation of a chronic reference dose for perfluorohexane sulfonate (PFHxS) for reproductive toxicity in mice.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,No
217,"Association between colic and sleep problems in infancy and subsequent development, emotional and behavioral problems: a longitudinal study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
940,Gestational Weight Gain of Women with Eating Disorders in the Norwegian Pregnancy Cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Ivana,NA,Yes
579,Pregnancy outcomes following maternal kidney transplantation: a national cohort study.,no issues,Unclear,No,No,no,no,power,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Ivana,NA,Yes
722,Convergent and discriminant validity pf psychiatric symptoms reported in The Norwegian Mother and Child Cohort Study at age 3 years with independent clinical assessment in the Longitudinal ADHD.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,Yes
783,Identifying Children with Autism Spectrum Disorder at 18 Months in a General Population Sample.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,Yes
892,The buffering effect of relationship satisfaction on emotional distress in couples.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Ivana,NA,Yes
683,Hormonal contraceptive use before and after conception in relation to preterm birth and small for gestational age: an observational cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Ivana,NA,Yes
798,Tooth brushing frequency and use of fluoride lozenges in children from 1.5 to 5 years of age: a longitudinal study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Ivana,NA,Yes
326,A trans-ancestral meta-analysis of genome-wide association studies reveals loci associated with childhood obesity.,no issues,Data synthesis - Meta-analysis.,No,No,no,freely available,no,no,no,statement says yes,NA,NA,NA,NA,NA,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,NA,NA,NA,NA,NA,NA,2019,Ivana,NA,Yes
689,"Medication Use before, during, and after Pregnancy among Women with Eating Disorders: A Study from the Norwegian Mother and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Ivana,NA,Yes
351,Examining the effects of an eHealth intervention from infant age 6 to 12 months on child eating behaviors and maternal feeding practices one year after cessation: The Norwegian randomized controlled trial Early Food for Future Health.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
870,Human blood RNA stabilization in samples collected and transported for a large biobank.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
506,A systematic review of maternal smoking during pregnancy and fetal measurements with meta-analysis.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivana,NA,Yes
156,Old question revisited: Are high-protein diets safe in pregnancy?,no issues,Data synthesis - Meta-analysis.,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Ivana,NA,Yes
68,"Fathers' Mental Health and Children's Aggressive Behaviour A Study Based on Data from the Norwegian Mother, Father and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Ivana,NA,Yes
444,Information bias of social gradients in sickness absence: a comparison of self-report data in the Norwegian Mother and Child Cohort Study (MoBa) and data in national registries.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Ivana,NA,Yes
